Geography,variable,population
British Columbia / Colombie-Britannique ( 26.1%),In top decile_2,217085
British Columbia / Colombie-Britannique ( 26.1%),Population in private households for income status,4245795
British Columbia / Colombie-Britannique ( 26.1%),Less than 18 years,823410
British Columbia / Colombie-Britannique ( 26.1%),Less than 6 years,257305
British Columbia / Colombie-Britannique ( 26.1%),18 to 64 years,2789720
British Columbia / Colombie-Britannique ( 26.1%),65 years and over,632670
British Columbia / Colombie-Britannique ( 26.1%),In low income in 2010 based on after-tax low-income measure (LIM-AT),696855
British Columbia / Colombie-Britannique ( 26.1%),Less than 18 years_1,157250
British Columbia / Colombie-Britannique ( 26.1%),Less than 6 years_1,47720
British Columbia / Colombie-Britannique ( 26.1%),18 to 64 years_1,451370
British Columbia / Colombie-Britannique ( 26.1%),65 years and over_1,88235
British Columbia / Colombie-Britannique ( 26.1%),Prevalence of low income in 2010 based on after-tax low-income measure %,16.4
British Columbia / Colombie-Britannique ( 26.1%),Less than 18 years %,19.1
British Columbia / Colombie-Britannique ( 26.1%),Less than 6 years %,18.5
British Columbia / Colombie-Britannique ( 26.1%),18 to 64 years %,16.2
British Columbia / Colombie-Britannique ( 26.1%),65 years and over %,13.9
British Columbia / Colombie-Britannique ( 26.1%),Males in private households for income status,2086025
British Columbia / Colombie-Britannique ( 26.1%),Less than 18 years_2,427050
British Columbia / Colombie-Britannique ( 26.1%),Less than 6 years_2,131425
British Columbia / Colombie-Britannique ( 26.1%),18 to 64 years_2,1362390
British Columbia / Colombie-Britannique ( 26.1%),65 years and over_2,296590
British Columbia / Colombie-Britannique ( 26.1%),In low income in 2010 based on after-tax low-income measure (LIM-AT)_1,327240
British Columbia / Colombie-Britannique ( 26.1%),Less than 18 years_3,81600
British Columbia / Colombie-Britannique ( 26.1%),Less than 6 years_3,24395
British Columbia / Colombie-Britannique ( 26.1%),18 to 64 years_3,211770
British Columbia / Colombie-Britannique ( 26.1%),65 years and over_3,33870
British Columbia / Colombie-Britannique ( 26.1%),Prevalence of low income in 2010 based on after-tax low-income measure %_1,15.7
British Columbia / Colombie-Britannique ( 26.1%),Less than 18 years %_1,19.1
British Columbia / Colombie-Britannique ( 26.1%),Less than 6 years %_1,18.6
British Columbia / Colombie-Britannique ( 26.1%),18 to 64 years %_1,15.5
British Columbia / Colombie-Britannique ( 26.1%),65 years and over %_1,11.4
British Columbia / Colombie-Britannique ( 26.1%),Females in private households for income status,2159770
British Columbia / Colombie-Britannique ( 26.1%),Less than 18 years_4,396360
British Columbia / Colombie-Britannique ( 26.1%),Less than 6 years_4,125875
British Columbia / Colombie-Britannique ( 26.1%),18 to 64 years_4,1427330
British Columbia / Colombie-Britannique ( 26.1%),65 years and over_4,336080
British Columbia / Colombie-Britannique ( 26.1%),In low income in 2010 based on after-tax low-income measure (LIM-AT)_2,369615
British Columbia / Colombie-Britannique ( 26.1%),Less than 18 years_5,75645
British Columbia / Colombie-Britannique ( 26.1%),Less than 6 years_5,23330
British Columbia / Colombie-Britannique ( 26.1%),18 to 64 years_5,239605
British Columbia / Colombie-Britannique ( 26.1%),65 years and over_5,54360
British Columbia / Colombie-Britannique ( 26.1%),Prevalence of low income in 2010 based on after-tax low-income measure %_2,17.1
British Columbia / Colombie-Britannique ( 26.1%),Less than 18 years %_2,19.1
British Columbia / Colombie-Britannique ( 26.1%),Less than 6 years %_2,18.5
British Columbia / Colombie-Britannique ( 26.1%),18 to 64 years %_2,16.8
British Columbia / Colombie-Britannique ( 26.1%),65 years and over %_2,16.2
British Columbia / Colombie-Britannique ( 26.1%),Total number of occupied private dwellings by condition of dwelling,1764630
British Columbia / Colombie-Britannique ( 26.1%),Only regular maintenance or minor repairs needed,1636870
British Columbia / Colombie-Britannique ( 26.1%),Major repairs needed,127760
British Columbia / Colombie-Britannique ( 26.1%),Total number of occupied private dwellings by period of construction,1764630
British Columbia / Colombie-Britannique ( 26.1%),1960 or before,282675
British Columbia / Colombie-Britannique ( 26.1%),1961 to 1980,551655
British Columbia / Colombie-Britannique ( 26.1%),1981 to 1990_3,308445
British Columbia / Colombie-Britannique ( 26.1%),1991 to 2000_3,329780
British Columbia / Colombie-Britannique ( 26.1%),2001 to 2005_3,133230
British Columbia / Colombie-Britannique ( 26.1%),2006 to 2011_3,158845
British Columbia / Colombie-Britannique ( 26.1%),Total number of occupied private dwellings by number of rooms,1764630
British Columbia / Colombie-Britannique ( 26.1%),1 to 4 rooms,548710
British Columbia / Colombie-Britannique ( 26.1%),5 rooms,259775
British Columbia / Colombie-Britannique ( 26.1%),6 rooms,227365
British Columbia / Colombie-Britannique ( 26.1%),7 rooms,190065
British Columbia / Colombie-Britannique ( 26.1%),8 or more rooms,538725
British Columbia / Colombie-Britannique ( 26.1%),Average number of rooms per dwelling,6.2
British Columbia / Colombie-Britannique ( 26.1%),Total number of occupied private dwellings by number of bedrooms,1764630
British Columbia / Colombie-Britannique ( 26.1%),0 to 1 bedroom,313570
British Columbia / Colombie-Britannique ( 26.1%),2 bedrooms,472285
British Columbia / Colombie-Britannique ( 26.1%),3 bedrooms,499490
British Columbia / Colombie-Britannique ( 26.1%),4 or more bedrooms,479285
British Columbia / Colombie-Britannique ( 26.1%),Total number of private households by tenure,1764630
British Columbia / Colombie-Britannique ( 26.1%),Owner,1234710
British Columbia / Colombie-Britannique ( 26.1%),Renter,525000
British Columbia / Colombie-Britannique ( 26.1%),Band housing,4925
British Columbia / Colombie-Britannique ( 26.1%),Total number of private households by condominium status,1764630
British Columbia / Colombie-Britannique ( 26.1%),Part of a condominium development,397100
British Columbia / Colombie-Britannique ( 26.1%),Not part of a condominium development,1367530
British Columbia / Colombie-Britannique ( 26.1%),Total number of private households by number of household maintainers,1764635
British Columbia / Colombie-Britannique ( 26.1%),1 household maintainer,1038910
British Columbia / Colombie-Britannique ( 26.1%),2 household maintainers,673940
British Columbia / Colombie-Britannique ( 26.1%),3 or more household maintainers,51780
British Columbia / Colombie-Britannique ( 26.1%),Total number of private households by age group of primary household maintainers,1764635
British Columbia / Colombie-Britannique ( 26.1%),Under 25 years,57815
British Columbia / Colombie-Britannique ( 26.1%),25 to 34 years,235950
British Columbia / Colombie-Britannique ( 26.1%),35 to 44 years,308825
British Columbia / Colombie-Britannique ( 26.1%),45 to 54 years,396785
British Columbia / Colombie-Britannique ( 26.1%),55 to 64 years,354395
British Columbia / Colombie-Britannique ( 26.1%),65 to 74 years,220365
British Columbia / Colombie-Britannique ( 26.1%),75 years and over,190500
British Columbia / Colombie-Britannique ( 26.1%),Total number of private households by number of persons per room,1764635
British Columbia / Colombie-Britannique ( 26.1%),One person or fewer per room,1716850
British Columbia / Colombie-Britannique ( 26.1%),More than one person per room,47780
British Columbia / Colombie-Britannique ( 26.1%),Total number of private households by housing suitability,1764630
British Columbia / Colombie-Britannique ( 26.1%),Suitable,1645475
British Columbia / Colombie-Britannique ( 26.1%),Not suitable,119155
British Columbia / Colombie-Britannique ( 26.1%),"Total number of owner and tenant households with household total income greater than zero, in non-farm, non-reserve private dwellings by shelter-cost-to-income ratio",1717200
British Columbia / Colombie-Britannique ( 26.1%),Spending less than 30% of household total income on shelter costs,1197725
British Columbia / Colombie-Britannique ( 26.1%),Spending 30% or more of household total income on shelter costs,519470
British Columbia / Colombie-Britannique ( 26.1%),Spending 30% to less than 100% of household total income on shelter costs,412815
British Columbia / Colombie-Britannique ( 26.1%),"Number of owner households in non-farm, non-reserve private dwellings",1202000
British Columbia / Colombie-Britannique ( 26.1%),% of owner households with a mortgage,57.3
British Columbia / Colombie-Britannique ( 26.1%),% of owner households spending 30% or more of household total income on shelter costs,23.8
British Columbia / Colombie-Britannique ( 26.1%),Median monthly shelter costs for owned dwellings ($),1023
British Columbia / Colombie-Britannique ( 26.1%),Average monthly shelter costs for owned dwellings ($),1228
British Columbia / Colombie-Britannique ( 26.1%),Median value of dwellings ($),448835
British Columbia / Colombie-Britannique ( 26.1%),Average value of dwellings ($),543635
British Columbia / Colombie-Britannique ( 26.1%),"Number of tenant households in non-farm, non-reserve private dwellings",519855
British Columbia / Colombie-Britannique ( 26.1%),% of tenant households in subsidized housing,13.5
British Columbia / Colombie-Britannique ( 26.1%),% of tenant households spending 30% or more of household total income on shelter costs,45.3
British Columbia / Colombie-Britannique ( 26.1%),Median monthly shelter costs for rented dwellings ($),903
British Columbia / Colombie-Britannique ( 26.1%),Average monthly shelter costs for rented dwellings ($),989
British Columbia / Colombie-Britannique ( 26.1%),Household total income in 2010 of private households,1764630
British Columbia / Colombie-Britannique ( 26.1%),"Under $5,000_6",60130
British Columbia / Colombie-Britannique ( 26.1%),"$5,000 to $9,999_6",36340
British Columbia / Colombie-Britannique ( 26.1%),"$10,000 to $14,999_6",59965
British Columbia / Colombie-Britannique ( 26.1%),"$15,000 to $19,999_6",96600
British Columbia / Colombie-Britannique ( 26.1%),"$20,000 to $29,999_6",157605
British Columbia / Colombie-Britannique ( 26.1%),"$30,000 to $39,999_6",167220
British Columbia / Colombie-Britannique ( 26.1%),"$40,000 to $49,999_6",158400
British Columbia / Colombie-Britannique ( 26.1%),"$50,000 to $59,999_6",140340
British Columbia / Colombie-Britannique ( 26.1%),"$60,000 to $79,999_6",246720
British Columbia / Colombie-Britannique ( 26.1%),"$80,000 to $99,999_6",193185
British Columbia / Colombie-Britannique ( 26.1%),"$100,000 to $124,999_3",167410
British Columbia / Colombie-Britannique ( 26.1%),"$125,000 to $149,999",106325
British Columbia / Colombie-Britannique ( 26.1%),"$150,000 and over",174385
British Columbia / Colombie-Britannique ( 26.1%),After-tax income of households in 2010 of private households,1764635
British Columbia / Colombie-Britannique ( 26.1%),"Under $5,000_7",61925
British Columbia / Colombie-Britannique ( 26.1%),"$5,000 to $9,999_7",36850
British Columbia / Colombie-Britannique ( 26.1%),"$10,000 to $14,999_7",60930
British Columbia / Colombie-Britannique ( 26.1%),"$15,000 to $19,999_7",99895
British Columbia / Colombie-Britannique ( 26.1%),"$20,000 to $29,999_7",175205
British Columbia / Colombie-Britannique ( 26.1%),"$30,000 to $39,999_7",192775
British Columbia / Colombie-Britannique ( 26.1%),"$40,000 to $49,999_7",181910
British Columbia / Colombie-Britannique ( 26.1%),"$50,000 to $59,999_7",162475
British Columbia / Colombie-Britannique ( 26.1%),"$60,000 to $79,999_7",272640
British Columbia / Colombie-Britannique ( 26.1%),"$80,000 to $99,999_7",192780
British Columbia / Colombie-Britannique ( 26.1%),"$100,000 and over_6",327245
British Columbia / Colombie-Britannique ( 26.1%),"$100,000 to $124,999_4",150375
British Columbia / Colombie-Britannique ( 26.1%),"$125,000 and over_3",176870
British Columbia / Colombie-Britannique ( 26.1%),Household income in 2010 of private households,1764635
British Columbia / Colombie-Britannique ( 26.1%),Median household total income $,60333
British Columbia / Colombie-Britannique ( 26.1%),Average household total income $,77378
British Columbia / Colombie-Britannique ( 26.1%),Median after-tax household income $,54379
British Columbia / Colombie-Britannique ( 26.1%),Average after-tax household income $,66264
British Columbia / Colombie-Britannique ( 26.1%),One-person private households,497215
British Columbia / Colombie-Britannique ( 26.1%),Median household total income $_1,31236
British Columbia / Colombie-Britannique ( 26.1%),Average household total income $_1,40265
British Columbia / Colombie-Britannique ( 26.1%),Median after-tax household income $_1,28847
British Columbia / Colombie-Britannique ( 26.1%),Average after-tax household income $_1,34612
British Columbia / Colombie-Britannique ( 26.1%),Two-or-more-persons private households,1267415
British Columbia / Colombie-Britannique ( 26.1%),Median household total income $_2,75770
British Columbia / Colombie-Britannique ( 26.1%),Average household total income $_2,91938
British Columbia / Colombie-Britannique ( 26.1%),Median after-tax household income $_2,67931
British Columbia / Colombie-Britannique ( 26.1%),Average after-tax household income $_2,78681
British Columbia / Colombie-Britannique ( 26.1%),Family income in 2010 of economic families,1205255
